1.669	0.658
1.672	0.658
1.672	0.653
1.674	0.653
1.674	0.648
1.677	0.648
1.677	0.646
1.679	0.646
1.679	0.641
1.682	0.641
1.682	0.636
1.684	0.636
1.684	0.631
1.687	0.631
1.687	0.629
1.684	0.629
1.684	0.626
1.682	0.626
1.682	0.624
1.679	0.624
1.679	0.621
1.677	0.621
1.677	0.619
1.674	0.619
1.674	0.617
1.672	0.617
1.672	0.614
1.669	0.614
1.669	0.595
1.672	0.595
1.672	0.590
1.674	0.590
1.674	0.585
1.677	0.585
1.677	0.580
1.674	0.580
1.674	0.578
1.669	0.578
1.669	0.575
1.667	0.575
1.667	0.573
1.662	0.573
1.662	0.570
1.655	0.570
1.655	0.568
1.652	0.568
1.652	0.565
1.650	0.565
1.650	0.563
1.645	0.563
1.645	0.561
1.643	0.561
1.643	0.558
1.638	0.558
1.638	0.556
1.633	0.556
1.633	0.553
1.628	0.553
1.628	0.551
1.623	0.551
1.623	0.548
1.618	0.548
1.618	0.546
1.616	0.546
1.616	0.543
1.611	0.543
1.611	0.541
1.609	0.541
1.609	0.539
1.604	0.539
1.604	0.536
1.599	0.536
1.599	0.534
1.596	0.534
1.596	0.531
1.591	0.531
1.591	0.529
1.587	0.529
1.587	0.526
1.582	0.526
1.582	0.524
1.577	0.524
1.577	0.522
1.572	0.522
1.572	0.519
1.570	0.519
1.570	0.517
1.567	0.517
1.567	0.514
1.562	0.514
1.562	0.512
1.557	0.512
1.557	0.509
1.552	0.509
1.552	0.507
1.548	0.507
1.548	0.505
1.545	0.505
1.545	0.502
1.540	0.502
1.540	0.500
1.535	0.500
1.535	0.497
1.533	0.497
1.533	0.495
1.528	0.495
1.528	0.492
1.523	0.492
1.523	0.490
1.521	0.490
1.521	0.487
1.516	0.487
1.516	0.485
1.511	0.485
1.511	0.483
1.506	0.483
1.506	0.480
1.504	0.480
1.504	0.478
1.499	0.478
1.499	0.475
1.494	0.475
1.494	0.473
1.489	0.473
1.489	0.470
1.487	0.470
1.487	0.468
1.482	0.468
1.482	0.466
1.477	0.466
1.477	0.463
1.472	0.463
1.472	0.461
1.470	0.461
1.470	0.458
1.465	0.458
1.465	0.456
1.460	0.456
1.460	0.453
1.457	0.453
1.457	0.451
1.453	0.451
1.453	0.448
1.448	0.448
1.448	0.446
1.443	0.446
1.443	0.444
1.440	0.444
1.440	0.441
1.436	0.441
1.436	0.439
1.431	0.439
1.431	0.436
1.426	0.436
1.426	0.434
1.423	0.434
1.423	0.431
1.418	0.431
